CHROM	POS	END	ID	REF	ALT	SVTYPE	Quality	Gene	Filter	SVLEN	Algorithms	Evidence	LBD_ALT_FREQS	controls_ALT_FREQS	candidate_gene_exon_overlap	Candidate_gene_overlap	Candidate_gene_promoter_overlap	Candidate_gene_non_coding_overlap	genehancer	CADDSV-score	raw-score-span	raw-score-flank
3	87540579	87540633	LBD_DUP_chr3_3870	N	DUP	DUP	374	CHMP2B	PASS	54	wham	SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.676	-0.098442873	-0.165061758
3	87599881	87600143	LBD_DEL_chr3_6561	N	DEL	DEL	999	CHMP2B	PASS	262	manta	RD,SR	0	0.00027027	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.128	-0.062785082	-0.062785082
3	87602878	87604990	LBD_DUP_chr3_3873	N	DUP	DUP	837	CHMP2B	PASS	2112	manta	PE,SR	0.000212314	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.066	-0.064127552	-0.064127552
3	87650644	87650695	LBD_INS_chr3_2121	N	INS:ME:SVA	INS:ME:SVA	173	CHMP2B	PASS	1232	melt	SR	0	0.00081389	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	9.047	0.408300759	0.408300759
3	87652592	87654070	LBD_DEL_chr3_6564	N	DEL	DEL	869	CHMP2B	PASS	1478	manta	PE,SR	0.00106157	0.00135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.099	-0.06466881	-0.25801176
3	87652928	87655096	LBD_DEL_chr3_6565	N	DEL	DEL	808	CHMP2B	PASS	2168	manta	PE,SR	0.000212314	0	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.07	-0.066645576	-0.216322289
3	87655008	87714816	LBD_DUP_chr3_3876	N	DUP	DUP	499	CHMP2B	PASS	59808	depth,manta	BAF,PE,RD,SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.973	-0.017520272	-0.017520272
3	87687811	87687811	LBD_BND_chr3_2875	N	BND	BND	182	CHMP2B	UNRESOLVED	-1	manta	PE	0	0.00013725	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap			
3	87699267	87709838	LBD_DUP_chr3_3878	N	DUP	DUP	481	CHMP2B	PASS	10571	depth,manta	PE,RD,SR	0.000424628	0.000811249	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.396	-0.044617932	-0.114296377
3	87720036	87720106	LBD_DEL_chr3_6569	N	DEL	DEL	404	CHMP2B	PASS	70	manta	SR	0	0.00027027	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.509	-0.042547015	-0.042547015
X	55684449	55684520	LBD_DEL_chrX_3892	N	DEL	DEL	835	UBQLN2	PASS	71	manta	SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.962	-0.074739231	-0.074739231
X	55728461	55728528	LBD_DUP_chrX_2092	N	DUP	DUP	733	UBQLN2	PASS	67	wham	SR	0.00277186	0.00392635	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	28.1	0.930441665	0.268967481
X	55835258	55835329	LBD_DEL_chrX_3903	N	DEL	DEL	724	UBQLN2	PASS	71	manta	SR	0.000212314	0	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.89	-0.080984058	-0.080984058
X	55842781	55842862	LBD_DEL_chrX_3904	N	DEL	DEL	774	UBQLN2	PASS	81	manta	SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.903	-0.07978533	-0.159468061
X	55876857	55906964	LBD_DUP_chrX_2095	N	DUP	DUP	999	UBQLN2	PASS	30107	depth	RD	0.000363372	0.00025227	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	2.328	-0.001981238	-0.378922973
X	55941654	55941654	LBD_BND_chrX_440	N	BND	BND	908	UBQLN2	UNRESOLVED	5116	manta	PE	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap			
X	55968393	55971427	LBD_DUP_chrX_2099	N	DUP	DUP	612	UBQLN2	PASS	3034	manta	PE,RD,SR	0	0.000135172	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	2.985	0.031002698	-0.196619964
X	56044964	56055964	LBD_DEL_chrX_3912	N	DEL	DEL	576	UBQLN2	PASS	11000	depth	RD	0.00182882	0	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.522	-0.118579971	-0.154955747
X	56049116	56077991	LBD_DEL_chrX_3913	N	DEL	DEL	438	UBQLN2	PASS	28875	depth,manta	PE,RD	0	0.000175377	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	['GH0XJ056067', 'GH0XJ056059', 'GH0XJ056063']	0.572	-0.113129131	-0.319459559
X	56051914	56080794	LBD_DEL_chrX_3914	N	DEL	DEL	999	UBQLN2	PASS	28880	depth,manta	PE,RD	0.00174825	0.000878117	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	['GH0XJ056067', 'GH0XJ056059', 'GH0XJ056063']	0.605	-0.109569591	-0.316066233
X	56076461	56165073	LBD_DEL_chrX_3916	N	DEL	DEL	999	UBQLN2	PASS	88612	depth,manta	PE,RD	0	0.000348068	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	['GH0XJ056107', 'GH0XJ056089', 'GH0XJ056164', 'GH0XJ056113']	0.665	-0.103428442	-0.264221905
X	56080497	56082298	LBD_DEL_chrX_3917	N	DEL	DEL	800	UBQLN2	PASS	1801	wham	PE,SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.137	-0.062276303	-0.062276303
X	56104658	56175055	LBD_DEL_chrX_3921	N	DEL	DEL	999	UBQLN2	PASS	70397	depth,manta	PE,RD	0.000285551	0.000173974	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	['GH0XJ056107', 'GH0XJ056164', 'GH0XJ056113']	0.524	-0.118383842	-0.224713779
X	56134070	56134178	LBD_DEL_chrX_3923	N	DEL	DEL	780	UBQLN2	PASS	108	manta	RD,SR	0.000212314	0	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.12	-0.063278365	-0.063278365
X	56157647	56157647	LBD_BND_chrX_441	N	BND	BND	847	UBQLN2	UNRESOLVED	15216	manta	PE	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap			
X	56167843	56167911	LBD_DEL_chrX_3925	N	DEL	DEL	428	UBQLN2	PASS	68	manta	SR	0.000212314	0	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.054	-0.067767822	-0.067767822
X	56187526	56197742	LBD_DEL_chrX_3926	N	DEL	DEL	390	UBQLN2	PASS	10216	depth,manta	PE,RD	0.000289855	0	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.485	-0.122865275	-0.351841858
X	56189313	56189313	LBD_BND_chrX_442	N	BND	BND	967	UBQLN2	UNRESOLVED	262848	manta	SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap			
X	56207427	56207478	LBD_INS_chrX_837	N	INS:ME:ALU	INS:ME:ALU	595	UBQLN2	PASS	280	melt	SR	0	0.000135172	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	8.956	0.405130497	0.405130497
X	56208042	56208158	LBD_DEL_chrX_3927	N	DEL	DEL	850	UBQLN2	PASS	116	manta	SR	0	0.000405405	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.801	-0.089545602	-0.089545602
X	56217696	56217762	LBD_DEL_chrX_3928	N	DEL	DEL	615	UBQLN2	PASS	66	manta	SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.323	-0.051830726	-0.051830726
X	56242633	56242684	LBD_DEL_chrX_3929	N	DEL	DEL	973	UBQLN2	PASS	51	manta	SR	0	0.000135135	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.628	-0.037258954	-0.045633863
X	56272964	56440964	LBD_DUP_chrX_2105	N	DUP	DUP	565	UBQLN2	PASS	168000	depth	RD	0.000363108	0.000248262	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	['GH0XJ056366', 'GH0XJ056365', 'GH0XJ056394', 'GH0XJ056396', 'GH0XJ056342']	3.41	0.057492657	-0.185707278
X	56309119	56311726	LBD_DUP_chrX_2107	N	DUP	DUP	974	UBQLN2	PASS	2607	manta	PE,SR	0.000636943	0.000405405	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	0.76	-0.090099778	-0.090099778
X	56315444	56418681	LBD_DEL_chrX_3931	N	DEL	DEL	999	UBQLN2	PASS	103237	depth,manta	PE,RD,SR	0	0.000173974	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	['GH0XJ056366', 'GH0XJ056365', 'GH0XJ056394', 'GH0XJ056396', 'GH0XJ056342']	0.257	-0.155221842	-0.391649084
X	56348673	56349429	LBD_DUP_chrX_2110	N	DUP	DUP	701	UBQLN2	PASS	756	manta,wham	PE,RD,SR	0.000424628	0.00108167	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap	1.091	-0.062328886	-0.062328886
X	56353126	56353126	LBD_BND_chrX_444	N	BND	BND	954	UBQLN2	UNRESOLVED	402668	manta	PE	0	0.000271076	Not_exonic	No_candidate_gene_overlap	No_promoter_overlap	No_non_coding_overlap	No_genehancer_overlap			
